"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91"
"220" 1999 43.32875 15.00059 23.70237 -7.97961 32.70036 -6.56561 -16.41869 -3.00558 -2.31727 -0.60089 -1.57457 1.23468 58.62326 1988.90521 2918.49332 1891.76372 974.75448 834.21015 978.87956 652.49653 438.9879 312.54026 287.96844 376.21526 -23.62248 -97.26351 531.42193 122.8918 -105.81232 -27.04307 -1.00542 72.61032 41.70429 -7.60508 9.82178 179.14877 210.98667 924.29343 -399.46643 37.18878 -112.68921 -33.44489 -96.0796 -10.46063 0.18164 51.46733 -233.32935 -283.98603 210.24469 21.12254 -72.70915 -31.46559 -28.05768 34.41925 90.64519 68.77366 565.23898 115.27025 193.19811 8.81631 60.11945 20.77899 21.34651 255.39327 73.15268 48.44049 70.67963 20.44737 100.26586 6.01943 -70.73109 262.66347 -54.4163 0.35739 8.15759 -21.02015 -195.73126 90.48146 -240.05605 -84.85786 20.63622 -113.89493 45.37707 49.45824 3.64749 103.5755 -210.0676 -0.78727 77.32351 -24.55821
"221" 1986 44.67169 -13.5873 -3.30375 -0.77103 -5.37702 -21.33232 -4.66381 -18.02445 6.4595 -0.39674 3.834 -2.04639 34.79153 1507.65967 1777.86939 1119.67444 501.65466 574.12808 446.38268 485.72678 231.1211 223.6225 174.21822 154.71648 6.28565 48.55098 -389.01029 82.80952 58.72205 16.33258 -59.73824 55.11699 -27.55396 -28.49923 -0.00688 93.12998 -52.65879 124.80887 -20.49426 46.17735 133.60989 42.33736 -16.30425 -4.77307 22.97364 23.00548 -85.31521 -4.72089 5.62361 -19.19696 50.36866 -42.66487 -28.35728 -59.6026 3.01467 32.93466 -169.66768 -0.83913 15.51286 -97.49907 -7.86202 16.71856 -8.34604 -292.42269 128.26378 63.14705 -3.1007 25.07837 -17.42412 -30.51695 231.48202 51.94599 -133.19784 -10.16365 -6.14744 -1.73593 -6.90036 156.54078 62.33759 -10.77611 20.55729 80.65631 -39.61822 -24.30874 5.44911 19.91388 -29.33223 15.89912 66.44463 -4.99462
"222" 2000 46.57064 -4.02001 3.60637 1.13203 -1.54123 -5.59679 4.32142 -0.81835 2.4076 5.87772 -0.75646 6.92482 15.33681 1698.33112 1750.26726 1115.897 848.28388 829.8969 725.07613 520.67122 473.43777 353.21066 298.17212 228.02831 60.02303 -359.03635 43.04922 -136.83249 32.17918 81.02463 -35.13036 -13.65938 61.38087 15.75678 -17.91056 51.01006 -237.10458 -147.92269 -256.814 -0.57846 85.88056 22.10215 -94.16601 25.50022 8.06373 -0.86627 244.45647 146.63452 28.73906 103.63336 -17.16078 49.04898 -17.40066 75.46566 11.39409 -33.39273 391.9835 -58.89088 144.69397 -74.84678 -16.83267 32.29509 -14.22111 -347.76048 76.21736 -66.71769 50.44111 21.57114 41.00712 -5.47214 141.31199 -50.65107 -77.22255 -22.73783 -38.09502 4.68083 37.73142 -106.93488 -97.19659 100.77236 13.89345 -1.51337 74.40854 35.28379 1.1757 52.19912 58.46825 9.95958 -34.06416 3.21527
"223" 2007 47.11517 18.18252 -12.29323 -15.14296 -2.30322 -13.20432 -6.31801 -4.59715 12.00818 1.49038 -1.31734 4.17067 15.65422 2144.0919 1682.5173 1062.31527 575.75662 738.0719 316.28726 432.90193 223.8274 300.55997 246.0223 176.36979 120.78618 -390.37395 -303.77536 -124.15747 16.4796 70.59957 -11.76938 -1.13431 -42.8039 10.28121 -14.34982 35.2214 -220.56609 -42.61013 -284.80024 59.97698 53.45931 6.99021 16.39649 28.96793 13.64642 -13.01433 330.91362 199.0445 -145.10167 34.36936 18.73003 8.74076 26.44297 37.8558 10.72557 -87.3623 93.33357 -193.51568 -31.38314 -100.12288 28.54932 -17.72862 -12.41338 -148.43045 169.75341 -8.70752 -80.65522 89.92012 10.40171 -1.85829 135.00781 -91.54647 -45.21811 7.49351 -49.98371 20.73366 -141.3307 60.91125 -199.54406 43.19123 -12.47619 14.95983 26.33961 41.29145 13.96804 -4.56873 -81.49303 -0.72849 -44.91719 -5.66767
"224" 1999 37.97732 -71.43675 -24.38098 -16.64029 -17.98816 -16.73597 8.39113 -8.76703 8.08112 -3.53997 -1.82012 11.1714 39.94013 2431.77806 1740.16153 909.26978 612.62087 547.11616 313.2475 420.26607 236.91935 254.04992 170.93965 248.98128 89.37762 -211.43808 281.63604 -166.24832 -42.90919 7.59979 29.11312 12.48844 -8.72215 -7.80933 -12.10971 103.24716 -61.37674 -367.74528 -99.22375 92.62877 -44.47774 -1.88859 -37.64509 7.1958 -4.05524 66.11079 246.34981 119.91833 13.66709 33.99074 23.6851 -18.50531 46.64631 15.89483 -19.448 196.35175 27.3664 -265.30899 50.17442 -188.90228 26.40593 8.21982 11.82887 101.77375 74.40471 -36.06149 -43.71613 31.19815 77.75904 3.61822 -180.4361 -57.56533 124.91824 -17.05773 -42.17611 -32.09987 -71.98526 13.36191 -100.16342 67.90418 -1.8186 -167.2332 91.17448 -24.56936 -10.36939 -7.14771 -187.85897 8.07257 23.02579 -17.85191
"225" 1987 50.16578 46.74994 26.49246 1.09937 21.99091 1.23554 -12.87485 2.56409 12.6146 7.57716 -5.06238 -0.14313 23.98434 1635.84358 1426.58309 1781.56772 757.75439 872.00963 741.43656 381.27384 346.02845 275.88956 328.57057 395.72549 90.27365 384.55112 -158.99826 62.92402 10.96747 -15.8829 69.53871 31.39143 19.92269 10.38696 0.0831 52.48097 281.86426 415.78859 -465.41226 47.46643 -0.76443 60.39379 -52.47506 -2.49613 2.44323 27.67442 65.86279 81.94504 -0.31224 22.23189 -29.99861 27.55904 35.81058 -20.86423 3.24098 68.0865 -0.94041 -112.48382 -47.42081 -10.75122 10.77388 -16.04554 1.15622 -291.70972 -52.75432 -81.36435 -4.69 -15.69951 115.86508 -1.20001 -33.25262 50.8506 -145.96632 17.96666 -102.28095 -4.00219 -79.03098 -13.9616 -194.88788 128.25625 7.14036 -92.47849 157.78317 258.23173 -7.13856 63.18674 81.78549 6.36361 -46.81638 -2.02087
"226" 2008 38.52136 -147.49635 -49.17064 37.78447 8.48118 -18.60927 21.18706 -24.05795 -3.58328 1.152 7.37894 7.74631 50.62914 7127.61355 2852.93398 2413.0719 1080.48444 1319.00067 703.85715 2214.29915 370.77997 457.91745 398.75434 294.2465 282.34255 -841.0064 -184.01203 82.87118 67.64118 212.93913 55.38391 -40.86348 -134.76576 -84.14162 -63.81752 191.31846 1122.76551 -505.07643 -149.95668 59.92834 62.06219 89.79806 -99.375 50.76319 11.27504 163.43404 454.07776 469.05143 -95.28768 -326.08546 113.3597 -81.07629 21.72139 4.35347 -5.05219 -268.6317 551.27215 -1563.62839 203.30714 -268.64223 117.97796 -98.31689 37.90059 -720.86504 215.96576 15.95467 73.63792 355.8011 50.13366 -1.29841 -1781.21846 -6.78814 89.44077 -30.8909 -139.67833 -174.8924 291.15971 -99.81056 -143.99845 173.3276 26.95142 -138.19554 240.27589 2.95267 -17.54056 9.29817 -102.63942 16.06832 215.69672 9.19702
"227" 1993 48.19721 55.34295 27.59872 6.14878 -28.20077 -17.83772 -9.4343 6.69668 18.91188 11.81541 1.93807 9.48257 19.91166 620.07786 752.39238 1291.18193 766.07729 833.62845 294.40024 395.46436 301.24558 249.16246 268.65896 171.18851 7.20037 -129.26002 -389.52207 84.49827 78.44912 105.81487 -28.30556 -17.65286 -12.86578 -19.12551 -3.51666 29.5891 -55.63098 -65.83434 -417.56742 3.52811 -42.77194 46.46727 -65.3808 27.84397 -42.51857 -41.74196 -127.82737 220.10569 -189.71202 113.86317 -13.73951 26.00724 28.53612 38.98387 -33.38673 -68.32522 84.69672 187.6062 -161.64609 171.19936 46.50979 13.05834 -12.60515 -27.49629 -119.93692 -72.27107 55.16301 -26.75721 15.69488 -2.08171 -36.05925 66.95183 -173.05808 -41.88399 -29.52709 -18.7029 -88.4113 99.59309 -134.58711 -69.13851 22.7508 -82.68145 55.33585 51.61417 13.02625 36.85168 -20.16968 -4.18146 -11.10355 -1.62818
"228" 1986 40.86584 30.46825 18.97429 -6.58936 0.87931 -17.99113 -8.75458 -10.34448 7.20423 0.06736 -0.0939 -2.2107 20.80592 1426.6725 1036.8773 532.0519 770.47491 477.7416 338.69272 354.24802 236.70801 290.85532 146.58703 168.978 27.34423 -326.23718 28.51084 73.42873 52.46548 -4.15428 4.9455 32.31122 -17.19416 -36.81516 -2.28253 21.7762 37.85099 -70.04482 -90.42313 92.03727 37.69345 65.175 -55.28775 9.86213 17.33391 8.64904 267.81084 129.77305 24.21734 52.51417 46.05236 -47.5579 -8.10948 11.11995 19.85555 83.99648 -125.18108 -167.63321 -18.92279 -163.02643 10.44177 1.85796 4.47941 40.21147 47.74621 11.88135 -125.59033 50.86256 14.27689 -8.72831 32.09992 -48.76678 15.76442 -34.04101 36.80103 -9.37815 -103.55326 115.2072 4.0598 33.14371 -4.20611 -194.2647 -45.90418 11.08514 -7.86191 123.06007 26.6702 3.84323 -40.66044 4.72896
"229" 2003 42.63258 -40.97612 37.66184 -14.06566 -16.02775 -23.70117 -15.24428 -2.80457 1.11843 -0.47517 3.74147 10.67579 39.54897 7502.32891 2262.95547 514.33589 403.51095 99.17537 225.97526 99.81466 186.58351 57.20262 48.33181 95.08251 37.03312 3240.26571 859.44841 108.07572 -21.99873 -52.21067 28.42259 2.80851 33.4306 -9.00235 21.94506 -5.62994 1381.14768 215.36928 69.78617 56.63462 -0.52862 -9.23323 1.98685 -1.44658 -11.87104 1.63585 404.75782 234.44079 -72.64295 -6.81408 -1.10819 -6.92002 3.87201 2.69938 -31.89842 374.01906 -221.66969 -3.43029 -149.82112 -0.54012 -16.31538 2.33452 1.19394 -458.86918 40.52639 -96.55552 -48.92242 -7.28766 -25.78334 -19.66964 -118.74106 -203.04471 -7.48204 -5.72605 12.35999 -15.08622 -426.81894 3.20722 -29.17144 -38.61317 33.58965 26.1142 17.08217 24.09218 -1.21017 -91.03956 73.13404 5.11512 -46.21536 7.79108
"230" 2003 42.46508 -29.76783 -43.78532 41.23658 -2.51392 -28.89981 26.15209 -9.93425 -14.7572 -6.03713 10.64313 -6.46052 24.41792 5029.65576 1614.37126 1816.55994 857.30681 1461.04339 307.64489 899.76652 180.77684 379.49766 408.49254 101.56005 145.0876 -461.29004 -452.1225 42.69896 336.68877 97.23141 -191.69459 178.35758 12.3049 94.67466 -50.68519 -5.71982 -608.21828 -52.04873 539.15591 158.65798 64.47198 -48.0167 -12.57855 59.64658 69.3269 -121.19687 1418.72005 43.36256 -252.18906 -364.43195 12.96695 -115.26138 96.02681 -13.58838 37.11393 80.56339 195.3417 -154.62846 -208.86351 86.89944 16.88038 9.49742 -45.92472 537.80861 100.61964 43.90771 -157.81536 289.23633 -77.3843 29.1158 -735.1939 7.72499 245.33457 -81.45394 -73.95214 -29.13882 -553.63915 125.58799 -14.03893 -11.75721 -18.67897 -775.44174 -121.42614 68.45314 -37.19152 -369.85516 -38.70036 -7.80661 -149.53582 -5.00935
"231" 1983 48.79859 24.51533 29.5637 -0.32189 -2.66809 -21.92172 -11.42906 -9.02006 15.21966 1.70655 1.57036 1.39172 16.8308 858.22186 2281.3382 852.45181 1595.86528 359.41012 463.65859 299.78448 346.16094 210.85632 127.17374 240.88102 12.91717 33.59431 240.76979 277.43333 29.52059 -15.72031 1.26011 40.61876 66.1339 -34.60427 8.45048 -123.96878 141.83555 1265.13459 -193.35433 -354.7716 -17.56339 92.61295 -41.80392 -25.97201 1.25698 -37.92436 317.98091 79.07843 -100.73011 44.7304 -16.48465 25.35376 12.54313 -20.61386 -91.85877 -40.59148 -204.58182 -65.63083 30.14998 -78.97444 -16.00406 6.95972 9.15243 3.02389 67.62749 17.28742 -17.69498 14.02763 35.68465 29.75611 5.1052 130.22603 -69.09703 -31.8192 5.09769 -8.67145 26.31412 75.2088 -11.8142 -82.16025 6.795 -47.22097 -44.20267 -26.45105 3.69723 -5.84745 -98.56847 -0.08588 -12.59416 12.79865
"232" 2007 45.5099 63.85168 49.47829 -3.713 -57.70526 -17.64932 7.2082 7.29465 21.30808 12.65823 -1.04928 12.04454 33.66705 1913.28055 627.33945 650.48665 569.29414 325.0318 647.92693 211.78221 301.58366 125.81842 80.51136 249.38189 -33.50173 465.11599 2.72624 -39.65498 -34.15903 33.15064 17.12583 28.81548 26.1151 -19.96039 33.74605 -14.01528 -3.20623 237.33843 -246.32804 82.86024 -93.74816 -5.58099 -53.05692 -29.51685 -36.6927 -4.82207 27.60828 66.21672 -128.84763 -85.14401 36.2572 23.95006 23.25445 -55.1997 -1.49954 -55.90579 165.89933 158.61151 -53.4244 79.36568 -31.04804 31.77739 -13.89622 -25.33475 -143.91927 44.10384 1.3051 -23.11259 164.41986 2.39516 -163.46416 -53.90671 -98.34774 -21.18271 -6.03975 1.69036 -500.31109 -4.89029 -4.35224 16.53983 -20.59054 -73.26853 -21.07502 -2.43919 -14.48076 11.90908 -7.78606 17.68899 -31.7209 55.15601
"233" 1994 50.04362 79.44441 -8.53538 -22.32201 -2.04654 -31.67141 -7.98939 0.47409 17.5313 8.85879 -2.86159 -0.45892 13.0767 700.72182 398.36086 288.93785 295.86477 279.23226 223.01066 146.57673 196.0048 89.5721 54.9458 115.7559 29.05485 -294.81721 42.97577 18.30092 7.41822 -26.11551 2.14299 11.09239 42.25198 -9.91573 12.52262 -17.21376 -115.61869 36.66516 -116.36814 66.26946 15.74068 87.55258 -22.06064 -5.07169 8.04425 -6.91273 91.37198 81.17876 -4.9479 50.29634 -34.49793 40.11307 -4.35069 20.10571 6.14249 -27.40424 17.42123 40.05502 -6.0643 -4.39093 -5.02091 4.26682 -11.93988 -37.04317 22.56099 3.76618 -7.10867 -1.51209 38.24286 7.08633 -6.03912 30.10565 -19.98626 -1.20813 -16.55103 -5.07886 -114.47856 34.55745 -20.59743 30.81778 0.16836 -43.02347 -22.78424 -7.28602 2.4572 21.68092 -9.62006 5.11563 24.78709 6.30825
"234" 2003 45.92476 -32.33163 13.65958 4.41778 1.54213 -8.02491 -5.8845 -0.46824 -1.7883 -2.02558 3.44399 4.63977 24.92101 3226.00872 2092.38922 1275.25438 1366.5618 859.70569 706.13547 857.2463 473.36039 645.03996 400.86704 197.83239 124.9591 -184.64617 -17.95752 -298.42576 14.55057 5.63648 -55.09043 123.27624 -14.61187 35.6638 -0.93766 39.34496 -471.96331 -589.1327 32.17425 -192.14356 -128.49512 -12.16473 -183.30236 -20.48356 21.49979 -28.82609 646.80441 43.42156 -7.61754 256.41254 42.4412 -45.91 2.32874 -14.7938 20.07802 -280.49828 75.38336 -130.19107 146.19376 94.48937 26.54072 -35.3152 -14.08245 -110.58028 -14.05488 -6.89284 -152.26322 43.32114 -24.4153 -20.57462 358.66725 -106.76207 165.33122 -48.98147 6.63602 18.80228 97.60801 48.14007 -68.2376 -11.08612 -5.96225 -231.69597 99.25595 -26.89063 13.58692 -80.6557 89.64608 -9.80711 6.59588 3.54774
"235" 2009 48.8671 42.33176 18.62049 2.17799 -6.26202 -27.63445 13.93994 -1.74641 -0.98294 13.58552 -0.20729 -9.80538 44.3548 996.60664 832.99216 622.1146 436.56488 725.93807 369.63164 344.71303 191.54668 342.86687 253.75826 262.99481 -4.81223 -264.29707 -176.23478 -86.55404 107.55656 73.19482 -54.78903 -23.94087 -6.37488 -14.75369 3.97827 -19.85407 21.3096 135.07776 -148.79747 65.02114 51.26369 11.80734 -121.84387 0.84474 -94.51673 -15.8143 89.669 -37.82485 -42.02827 162.96745 35.23829 47.57501 -31.29606 -91.8212 17.2158 267.07968 236.191 41.64552 -22.97895 78.05799 35.74446 72.88062 -7.85318 -116.70239 -32.4592 14.08521 -41.77576 89.71142 14.70439 1.35914 155.69691 -10.27105 10.37915 7.89488 -125.22844 4.68111 -41.11524 -57.47204 -150.50946 41.76365 17.5027 77.43658 53.22781 -9.51723 4.04177 5.05618 119.60058 0.09919 -164.83478 12.17544
"236" 2007 46.72188 1.20393 21.4457 5.62423 -5.74354 5.70681 -3.30906 -0.35949 4.3646 -5.86137 -4.12776 8.31819 31.84158 2584.32708 1780.36472 1745.03541 913.96268 990.762 683.01637 548.88889 650.74345 397.7665 322.31805 297.55161 85.11427 -388.35221 -308.59512 55.1898 -5.08288 13.34401 -101.74856 41.17485 18.22444 8.47875 -14.09406 53.94952 -107.34418 66.20319 -210.40467 -23.47836 89.80469 106.63518 -61.11326 -4.41515 21.81979 -16.92341 198.58563 21.47499 13.65447 2.51376 85.70678 -27.7077 8.23288 116.06146 -1.88875 246.1004 -136.69477 -210.36598 17.00425 -160.27447 7.4388 4.11785 25.41482 -301.83163 64.09795 -55.78472 -11.72843 -1.46577 -33.78798 -38.35207 23.54056 -144.53196 -58.35509 42.49455 -2.73197 2.38738 54.38034 153.02286 -257.44694 -42.88395 9.95163 -136.80766 102.53617 43.74144 4.31457 85.38564 -54.94382 -8.22894 26.26782 -15.05283
"237" 2007 45.76077 -0.77127 33.06204 9.56144 1.44213 -16.87463 1.93488 -9.6968 3.66999 -2.7911 3.15101 -4.7284 34.32621 3794.66491 3972.43563 1346.0447 2339.64016 525.20025 872.49925 844.08645 531.84892 414.36711 219.30471 422.66332 72.3993 220.18096 759.99257 420.8954 30.29131 -88.46501 10.27049 11.86763 -24.49246 -62.64665 26.08051 -119.93294 255.63477 1405.23697 77.18793 -283.9282 -63.89132 5.33237 -51.1175 -23.23246 -4.40387 -27.22305 331.29649 66.19129 52.61843 41.0887 67.20075 50.48332 74.34849 -99.38901 -146.01768 40.01923 -45.36476 -397.03396 -18.60478 -174.19786 -34.57783 56.41218 -9.93858 19.57608 395.2884 -80.45295 -96.84462 33.70091 16.53877 9.99283 85.51013 -203.19234 -18.94035 -13.80001 -35.49419 -8.84297 -10.38027 102.06366 -97.99943 -91.53842 -8.57539 -174.40401 -8.00251 -31.60466 -5.65884 -30.29162 61.17993 11.09497 -111.67255 1.21197
"238" 2006 45.21784 41.56985 -17.73523 36.61365 4.99836 9.38547 12.98121 4.16224 -11.56438 11.02921 -8.15605 -9.99864 24.82619 2603.57963 3106.51995 4599.21939 1112.42922 2271.23392 702.94473 1606.34171 452.62093 685.00922 923.15418 338.95876 -14.38531 -631.21442 -16.88532 -544.97154 -25.78866 348.32429 -267.29565 85.72392 -66.06388 -24.61848 -43.07051 120.37155 -549.29335 195.91547 -778.38788 -78.11553 -9.7869 60.16646 -321.97287 129.70557 20.37518 -56.70727 -116.33611 711.05506 -301.69483 261.71275 -13.4508 5.24565 -44.80755 32.90167 18.64743 97.53422 -353.66086 -296.62961 103.14635 -52.58464 155.32447 -37.66453 25.90144 153.18535 -393.88773 75.22419 82.40933 26.73055 37.90998 -25.26071 394.01881 -106.12836 66.20614 -88.45279 -16.25706 45.38387 -179.24063 317.17416 -86.54579 -24.4677 -2.59342 41.27166 -73.5753 119.96861 12.13527 -23.96613 -187.91688 -1.36948 -12.77783 -16.45879
"239" 2007 36.16384 -94.25397 32.65183 -17.04284 15.64663 -11.29381 -13.40589 3.19418 0.46824 -3.40448 0.01462 9.81866 59.16839 2793.34982 3217.04428 3075.54889 1787.60455 633.34663 1066.29154 448.79593 740.41812 265.68875 443.89341 401.71036 91.61883 318.51368 524.87363 68.39 -160.31051 -72.08984 223.95256 4.53921 74.20512 33.37362 -4.83715 198.85282 -650.35581 -77.59512 -326.40359 149.31916 -51.59417 102.5548 -62.5717 -31.43034 -23.70616 77.85273 -288.14603 277.35375 -6.35671 13.56581 -16.42533 152.54386 2.79948 63.79054 -21.22936 391.88606 252.9466 71.77496 308.60169 -13.55071 -0.27094 -39.67467 36.12104 -569.95783 -71.42104 229.19881 198.80486 89.3622 -20.03326 -79.56171 -229.57503 472.43998 -59.35399 -76.47698 29.62767 -50.06606 261.37757 121.1028 -714.08294 101.85859 53.9909 -221.66144 205.62651 -67.89389 -10.19135 92.65126 -91.95228 -8.75234 127.96789 30.69175
"240" 2008 36.6805 -107.12563 -33.16767 7.21234 -19.90998 -8.54305 2.64748 9.87261 -7.67083 -0.19301 2.10386 5.35094 59.33473 4849.4573 3126.67135 1858.85789 1140.69823 1391.0376 745.24693 1446.26494 530.84669 401.59547 271.72083 418.3705 195.34897 320.54307 -268.16027 -74.5544 -229.81837 160.59156 304.53065 -166.95915 -30.23248 -7.91985 8.26615 243.25785 -1085.47593 -456.80719 296.66514 141.76105 -231.00715 -158.25078 229.09549 34.79154 -97.71993 -10.20463 -86.71547 342.70792 302.52908 310.68551 97.38288 37.92836 -14.03603 -24.10384 -17.79827 167.15301 -82.00557 236.3353 -135.94617 -11.73951 -60.7606 -309.78716 63.68742 -676.92943 -992.67371 -91.99659 -2.49363 71.05141 -108.95857 -21.14273 -898.38307 207.35683 94.46572 -43.56859 11.09655 -149.45774 467.94272 -241.57875 -179.54558 68.39595 40.2979 -119.19987 4.6988 -124.26132 -42.98537 94.2708 274.3254 7.97016 406.34417 82.08828
"241" 2000 50.02872 0.39011 48.98213 9.67953 -23.14269 -6.36147 -6.84314 -1.33991 15.24225 4.53531 -0.45088 -3.27475 10.97986 920.48449 1118.56693 823.24953 675.19582 559.97189 394.99098 364.92758 299.6053 213.11531 276.62369 335.49382 9.39391 -88.22856 45.25997 55.6636 82.43723 -24.53123 10.07963 4.23439 12.71175 -20.8903 43.36762 35.36967 -174.27496 114.42571 66.72597 -8.21282 48.85151 18.85291 -57.07727 15.08581 -12.04788 -1.69523 287.45168 131.89761 -50.85518 132.85421 33.11645 12.48992 38.21888 -61.45548 14.09576 -14.74098 236.20909 0.20215 -25.8986 -23.16279 -11.75133 11.53783 -16.01303 -78.70114 81.19009 -45.10181 -21.17316 -49.28773 111.81806 7.21102 86.57759 -0.05497 6.08618 -12.00318 -34.99693 0.28236 -94.18901 41.98809 -120.04508 81.89437 -6.75392 -68.27587 -25.67297 59.09214 2.79791 21.75158 116.88818 0.72324 51.60825 15.6565
"242" 1999 40.10071 -40.6419 56.27328 -13.27103 -21.51258 -7.66355 -31.5512 -4.36602 0.70969 -1.40831 -0.31924 -3.11343 32.06203 4031.74091 1860.43517 1539.24117 1039.29585 492.41017 694.57711 391.58214 677.99311 372.75898 210.03384 319.47428 80.849 315.33362 97.36635 94.43783 61.46454 -58.39049 18.77508 49.13632 54.4548 -19.04045 5.43225 137.07797 165.22697 419.67669 -452.76661 44.38112 -81.68744 211.73327 -51.09759 -15.19501 39.45107 34.77116 98.53111 149.34962 -195.43262 -15.0866 -142.45008 111.87607 -1.32423 10.29159 17.80171 230.30516 -164.07969 118.91692 258.27021 46.79747 -41.56596 8.77085 19.28317 -434.66581 -117.9357 75.96998 32.93438 -10.76331 12.64765 -53.94394 -39.42537 -33.52389 -176.74436 -0.50045 31.48921 -16.93647 -3.514 96.51148 -216.477 69.19593 7.80443 -262.99219 118.66187 25.51131 -8.09197 43.49466 -26.46665 3.7252 -1.76565 10.38742
"243" 1985 42.02215 63.416 49.65436 31.55106 9.56424 -0.60558 0.81048 -0.20492 4.01783 5.55222 5.59413 7.68294 52.99959 1666.79416 2459.52864 1424.27128 888.28245 1442.17988 753.79794 385.42456 278.27649 292.5795 358.13395 338.50409 -95.51592 -28.28181 -499.2443 160.33259 146.60301 -28.72844 133.04558 72.43693 10.83831 56.27478 11.16 125.85587 233.98687 569.2924 -259.13621 -146.04312 16.74875 191.30858 -45.54677 -0.11697 -40.90269 -79.87354 169.71691 -218.21452 -239.92126 -126.37891 -24.61348 55.55555 -2.65559 -53.98404 -73.54523 -1.21548 232.52351 34.98625 19.58368 78.36721 3.24971 -6.44303 -49.05835 -197.77845 -168.54039 -42.43076 4.85029 232.89059 -37.48848 67.61362 49.17947 77.38644 51.64857 -3.71973 -79.63554 24.06893 -55.18829 -3.24591 -68.82861 97.27835 29.59931 -10.69302 -55.61494 15.25859 1.35068 -44.50432 -5.88636 16.84309 -83.59407 2.51471
"244" 2007 29.19184 -174.44495 -17.33205 4.99002 16.77093 -7.03084 -6.37486 8.00789 -16.06582 0.47602 3.20539 -0.39116 30.37581 3788.4722 1387.83268 3837.86885 959.35547 1330.37203 624.07273 1189.11947 515.73228 197.92297 216.48019 429.80524 -9.91771 -116.9983 -445.96143 -727.79583 -326.63164 -109.32331 -144.46837 -77.32952 20.96058 3.13119 44.44283 73.0997 -354.4577 -681.47164 467.90871 302.132 -247.49338 -224.68555 -124.69995 -11.33813 -69.85514 147.44714 292.7779 560.94235 -875.36309 158.01513 209.46568 27.26656 37.51305 57.59352 -115.16798 208.1757 -157.44839 899.38063 -152.17033 154.83465 -32.31363 -64.30706 82.22611 -228.90644 -783.05819 602.98876 -18.9057 187.6454 42.54323 -56.19107 -687.11426 19.62564 25.93803 -53.9814 186.5379 -10.66754 528.17868 131.42749 55.92509 -74.84498 59.716 -16.11936 79.87113 242.30986 -23.25921 -50.22096 62.4789 21.79949 334.17375 39.46009
"245" 2004 47.50633 19.84135 31.50235 12.57195 -44.46722 -18.33725 14.10815 -2.74717 -11.9787 3.4622 4.1666 -0.11876 59.65883 1170.13286 1257.99493 760.57798 482.19779 630.0892 745.5601 237.19318 774.72372 271.44971 167.96444 272.60487 132.5584 13.20299 -32.81267 31.60026 -5.5508 -139.87293 66.01701 51.38146 169.51274 4.59186 -0.52016 -50.60799 -172.29521 -175.91309 -47.06215 -15.42707 24.76509 116.23371 -34.37643 -26.6958 49.37837 -28.54366 12.58932 118.89006 -37.23066 62.46957 -172.34318 93.34958 -29.66817 65.1469 15.8763 -218.19461 -136.99032 -63.59927 138.51095 -202.66904 -6.82423 18.25411 -83.95889 335.86372 73.70637 -236.08586 38.9872 78.00359 138.89022 76.985 33.86011 -153.55708 65.0285 29.3992 -116.59105 1.4651 350.9724 -33.69606 36.96421 -59.4478 149.20137 158.19138 -42.28038 -46.49019 61.02814 -10.51566 -76.01609 5.37707 41.30341 31.26082
"246" 1992 36.53665 19.46665 129.74686 47.44 -49.35236 46.63771 -34.14551 -3.617 -8.65541 -6.86353 -1.75485 1.50651 40.02663 5589.33061 2774.48104 2282.52866 872.35248 1723.84716 384.02002 457.27666 451.5081 318.2999 511.42761 348.01733 136.90145 1880.53383 -275.43098 -358.17475 -28.37444 287.96026 46.55521 -62.91843 -89.25882 -1.21616 36.63297 144.49517 532.20927 -633.02995 -79.46752 39.58952 -53.57377 -36.17643 58.59352 15.41462 -11.82844 5.6153 -1173.35047 405.53498 -155.3073 48.71981 91.79705 -23.63183 19.99055 -79.55867 -60.23655 758.72668 -25.95711 -197.22637 -1.40869 -181.87437 5.67702 -11.55165 10.8517 157.77843 -162.66354 -29.05078 66.35263 109.83781 -112.87046 -45.11883 -391.05319 143.3502 -145.55002 -14.79406 -60.47039 -37.32582 117.15605 -55.01855 -511.61909 90.89696 77.23587 -362.31603 472.90837 -42.50264 -18.89185 164.80632 -158.87534 25.15993 -278.92173 10.37052
